star_rating,review_body
1,TPU or die
-1,"Cheap plastics - feels cheap. Scratches easily. Glad this was cheap, it landed in the trash and not on my iPhone. My old Griffin case, is way better - even after 2 years of heavy use."
1,My package  was lost but he responded and called until we both figured it out. I will continue to purchase from him. Recommend to anybody.
-1,Stopped scanning for WiFi and WiFi just sometimes work and sometimes doesn't.
1,Very nice i iwll buy it again.
0,all of them stopped working after a few days of use
1,I received this product free in exchange for a honest review. The case comes in a little plastic baggy. The case doesn't make your phone thicker or heavier at all! This case is super light you can barely even tell it's on there. Everything fits perfect and snug. The buttons function properly and this plastic case is not made cheaply it really is durable! Fits my iphone 6 spot on! Would definitely recommend!
-1,I was able to reuse this about 4 times before it stopped holding a charge.
1,"Is what it is. Does what it is supposed to do. Like it says, doesn't include hardware but I didn't need it in this case."
1,Work great
-1,"I must have gotten a bad one, it doesn't do a very effective job of charging my iPhone 6 plus.  Charge for it about 30 in the charge and the battery only increased for 10%. The two USB port worked better from Acepower worked better."
1,Great case for a great price. Better than expected.
1,"We've been using the Jackery Giant+ for almost 12 months now and we love it. We've used it everyday to charge phones, tablets, run our GoPro cameras at night for extended time lapse settings and so many more uses.  We recently reviewed the new Titan model which boasts an 18,000 mAh battery capacity while providing 2.4A of solid power to two devices at the same time thanks to the dual USB ports.  Charging the Titan only takes 11 hours for a full charge while offering 390 hours of continuous use.  The portable battery weighs in at almost 1lb. and you can note it's premium quality and build upon picking the unit up for the first time.  Jackery is the #1 premium brand on Amazon and they've earned my business. Any future portable charging needs and I'll be selecting Jackery again in the future. Full review here: http://youtu.be/5whV-ky4dPo"
0,"I love the material this case is made from. Looks and feels great. The magnetic feature is AWESOME!  However, if you put in all four cards that the slots allot you the case does not close. I find this very disappointing."
0,"It was not the one to fit the cell phone that i requested. It was also a gift, and it was so loosely fit that the person dropped the phone a couple of times because it wasn't properly secured due to case was wrong side. The last time the phone fell off the case, it broke, and didn't work anymore. I was do embarrassed because it was also a gift to my sister's phone."
1,"Love it! But to be honest, I thought it was counterfit at first because of the package. How wrong was I, I'm writing my review on it."
1,the product is just awesome!
0,"Much larger than I expected. I guess I didn't look at the photo too closely or read the specs, because this is a pretty sizable USB charging unit. I bought it to replace an older Motorola dual charging block I lost, and was bummed that this was so big. (The Motorola one was the same size roughly of the OEM apple charger one gets with one's iPhone or iPod.) This does a good job of charging my iPhone and Acer tablet at the same time though, and tucked behind the bed, it's not really that much of a problem, but will keep looking for the same size dual USB charger that I had before."
-1,"Shipped vacuum sealed without desiccant.  6 of the 12 colors had multiple breaks in them.  They did not ship all the colors shown in the photo.<br />I have only used the filament to add a touch of color here and there in my e3d hotend, and it prints just fine.<br /><br />See attached picture to see what colors did come in.  I even arranged them in the same orientation and put the extra colors off to the side."
1,Love it!
-1,This band is ok. Decent quality. Received it in black as a gift. My GF bought it when they were priced under $10. Has had price hikes 2-3 times since. Not bad for the price but it's getting more expensive which lessens that &#34;pro&#34;.
1,Love this case :-)
1,Great protection for iPhone 6+. Everyone loves seeing me talk on the phone!
-1,The top piece keeps coming off.  I would not recommend.
1,"I love this handy phone. I plug it into my sell phone in my office when I'm working. I heard you can get radiation from cell phones being close to you head. So I use this one to stop that. Plus it works great for using it on your computer for talking on the phone through the internet instead of through the computer {it's mac and pc compatible and works on any cell phone. Hope this helps you make a choice. And YES there is no volume control on it, I guess because most cell phones have volume controls and computers do also maybe thats why. You can adjust it through them."
1,Works great
1,Great product charges rapidly
-1,"Extremely buggy, the app is horrible and is an eyesore. It'll also randomly shut off power to the device at will.  I don't use it at all anymore. I wish I could get a refund."
1,Nice phone for a reasonable price.
1,There was a crack when i got it but it doesnt matter i still love the case.
1,Revised Review:  Had a problem with one of the two working.  However Anker contacted me directly and voluntarily shipped out a replacement without any question.  So higher rating for excellent customer service response.  These do fit nicely inside the holder with Anker charger/converter.  (Earlier review: Shipped two - one worked.  One did not.)
1,Does exactly what you expect / need it to do.
1,Berry good
1,Great quality cables very sturdy wish they were a bit longer but they are excellent for the price.
0,"The cabling between the earpiece and the necklace are really flimsy. It didn't come with small size earpiece cover. But not as expensive as the original design (LG, I think)."
0,Dropped phone with this case on it and it did not protect the phone ...phone broke and never worked again
1,"It fits well and does what it's supposed to do. When I take the case off, the phone looks as new as the day I bought it. I would give it five stars if the clear case hadn't yellowed. Also, when debris does eventually work its way in between the case and the back of the phone, it wears permanent smudges into the inside of the case."
1,great sound. loved it
1,Great phone!
1,"This looks and feels nice. It was worth the money. The only downside is that it only has 2 places for cards, technically only one slot for cards and one for an ID. It works for now but if you ha e more 4 cards you need to carry this isn't for you."
0,This case does protect your phone but the pink stopped looking pink and started looking dirty really quick. For the price I would have liked the color to stay.
1,"Waaaaaay better than the standard Project Fi case that comes in the Welcome Kit. It's easy to put on the phone, and can take a beating. If and when my current case dies, I'll likely get this one again."
-1,Was not a fan of his extremely slow it was couldn't get any thing don't with it
-1,"The first one I received did not work. I'm running Android 5.1 and made sure all the settings were correct so that a picture was taken when the volume up key was pressed(the issue was not the phone or settings). I told the seller I had received a defective one and they said they would send out a replacement. After a big hassle with the seller the replacement finally did arrive and it also does not work. Don't waste your time on this, it's not worth the headache."
1,Came on time and my last one saved my phone so hoping this one does too :)
0,"It is nice and slim, but I don't feel that it is good protection in case I drop my IPad.  I may buy a new one that is padded better."
0,works for a month then stops
0,I purchased two Samsung OEM 2.0 Amp Micro Home Chargers to have extra chargers for travel. One of the chargers worked fine but the one that I took to visit my daughter for three weeks did not work and would not charge my phone. I needed to borrow a charger for the rest of my trip. I will have to figure out how to return the non-working charger.
1,Smooth and slim but still protects well. Great purchase for the cost.
1,It protects well.  No scratches evident since I got them placed on my phone
1,"Although the color of the tassel doesn't appear as dark/vibrant as the pictures, they look great! The case is thin so it doesn't further expand the size of my already-big-enough iphone 6. Worth buying! :)"
-1,Worked fine for a month
1,"Works well, nice size and price."
1,"Selfie stick is built very strong, constructed like I would build it. Highly recommend the item as a great buy, it is truly what a professional would have nearby. Remote shutter control over Bluetooth performs flawlessly, easy to set up on my Samsung android cell phone. I would have no reservations recommending it to a friend. Engineering and materials could not have been mated any better. My hat is off to Fugetek, you knocked it out of the park with this item."
1,Love it.  Only thing I could do with out is the bright blue LED light that flashes when my phone is on the unit.
-1,Not much protection there are so many more cases with more protection and cost much less. I prefer built in screen protectors and this one doesn't have one.
-1,"nice look but 2 days after getting the case, it had dropped on the ground and broke. if you are a clumsy person i do not recommend getting this case it is not durably made at all"
1,Best iPhone case ever!!!
-1,You can not hear nothing with this cover.
1,I have these and the 4.0 version and I have to say I like these so much more.  I like the stiff band around the neck much better than the lose one (the lose one used to get stuck when I turned my head).  These are very comfortable and I hardly feel them at all while running.  They are easy to pair and easy to turn on/off.  The battery lasts a long time (but I haven't clocked it).  I have used them for phone calls as well and the sound is great as is noise cancellation.  The only complaint I might have about this is the location of the multi-function button is right over top of the volume button.  When you grab to adjust volume your tendency is to squeeze so I have accidentally dropped calls trying to adjust volume.  This is just a learning issue for me though and will be fine once I adjust.<br />These headphones are a great buy!
1,"Best glass screen protector I've bought for any phone. It does not scratch, visibility is great,  and the glass was very easy to install."
0,Average case at most! Not much protection just looks nice.
1,I love these tempered glass protectors. This is the third purchase i made on this same iCarez protector brand. It has kept my iPhone's screen beautifully protected since a few years now. Very good quality product. I  really love how my phone hardly gets any fingerprints for regular use; i would need to have very filthy or greasy hands in order to smudge the screen. Totally worth it!
0,In General a good case but my cards dont fully fit bc the pockets are too small
1,The case was exactly as described. It fits perfectly and the screen protector is as good as any other. This was definitely a good buy!
-1,"This is the second screen protector I am buying for OnePlus One. The first one was from OnePlus itself. This one does not have a cutout for the camera which means that it might distort the image slightly, but at least it protects the camera too. Also this is much smoother both in the edges and the cutout. Finally I really enjoy the oleophobic coating, since it makes it easier to type on and keeps fingerprints away. For now I will only give 4 starts, since I only have it for a few days. If it lasts more than two months without any damage it will get 5 starts!    UPDATE: This screen protector proved to be way worse than it seemed... I dropped my phone the other day and even though the protector barely got damaged, my screen was completely shattered..."
1,"I bought a pair of these back in March and only now (late-August) have had a chance to use one of them (the other is a spare). It turns out for my use-case this gadget is pretty-much spot-on.<br /><br />The Steambot Slider works exactly as intended in a Smart ForTwo Pure with the base head-unit which has both a USB and a 3.5mm audio jack for auxiliary device input. The Steambot plugs into the USB (for power only) and the included audio cable connects the output of the Steambot to the 3.5mm audio input. After starting the car I can hear start-up tones from the Streambot from the sound system. It takes me a few moments to start the audio source on my iPhone (I might use the iTunes Music app, the SiriusXM app, or the app for my local NPR station) but once I've started the app, the sound plays through as expected.<br /><br />The only &#34;negative&#34; I have experienced is the 20 second time-out of the Steambot. If I take too long to get the audio app running on my iPhone the Steambot times out and turns off. To turn it back on I have to open the glove box and then unplug/plug the Steambot. This is a slight inconvenience. If the USB and audio port were on the dashboard this wouldn't be much of a inconvenience but in the ForTwo the inputs are in the glovebox so it is what it is."
1,"The original one that I received has great day time image with wide 170 angle ( exactly what we need for rear-view ). Night vision has horizontal lines covering the screen, looks like I received a defective one.  I understand it could happen for any product due to any reason, the most important point is how the company able to handle the issue for satisfying the customers.  Hisgadget Amy was so quick to respond to my concern by sending me a replacement with no extra charge, the new one performs great, out of my expectation.  Great price, great product quality, especially excellent after-sale service. Highly recommended, very happy."
0,Didn't hold up well at all. There are several of these that look a lot alike. This is the cheapest one and it broke really quick.
1,Thus phone is unbelievable
1,It's my favorite case right now it's slim it's nice and it keeps my iPhone protected at all time.
-1,"Returned.  It doesn't pair well.  It pairs.  However, I took it once and try to pair with my friend's phone.  It won't pair.  We ended up not taking the selfie.  :("
1,A bit difficult to put on smoothly but very nice
1,Bought this cause lost my older jawbone era. Love the case it comes with acts as some extra charge. This unit doesn't hold charge as long as my older one. Fits well sounds great. Love the color.
-1,"It's cute at first but the picture gets scratched/worn off too quickly in my opinion. Also, it picks up a blue tint from jeans. Worst of all the case is not even secure on the phone! I dropped my phone once and the case just burst open and the phone flew out and got scratched!!! I buy cases specifically so they can take the brunt of a fall and protect my phone (and its value) and this basically doesn't do anything that it's supposed to!"
-1,"Stopped working after a month. Go with Anker, this product is garbage."
1,"This case is really cute and fits the 6+ perfectly. It's great to have something so cute to hold it and my cards and cash all in one! Girl pockets are hardly ever big enough for a tube of chapstick much less a ginormous phone like these are so it's very useful. It is simple and pretty and the stain resistant material will help it stay looking nice. Mine is cream colored with a nice brown magnetized close flap.There is a small gold bird emblem on the lower right hand corner and the words &#34;Always Together&#34; are written on the close flap. This wallet case has  four slots for your credit cards and a larger pocket for cash and then the holder for the phone. This holder is soft gummy material and is easy to take The phone in and out of. I actually broke my last wallet case taking my phone out. First it had peeled the holder away from the case and then one edge snapped completely off. Since this one is soft it holds it securely but isn't hard to take in and out. You can take pictures through the case as there is a cutout for the camera. There are also cutouts below the phone for the mic and ports so you can charge or talk while in the case. The front easily bends back for comfort while you're talking on the phone.I am very pleased with this case, it is stitched well and should stay looking nice for a long time. It's definitely worth the asking price, if not more, for this quality.<br />I actually received my wallet case free or at a promotional price for testing and evaluation purposes but my review is solely based on my personal experience and honest opinions of this case."
-1,i purchased this unit through another site it did not do well at all i hooked it up to 3-160 watt solar panels for a total of 480 watts theyre wired in parallel at first it put out about 150 watts in full sun i got that reading using my killawatt meter about 2 minutes later it tripped my GFI plug but continued to show wattage on the killawatt meter meaning it was still running so the anti island feature was not working i had already pulled the plug so it should have turned off but it did not finally a few seconds later it went up in smoke it was throwing lots of smoke out of the vents. i do have another brand of inverter that ive been running for several months without issues so I'm just not sure on the quality of this brand.
1,"I got these for my 2 1/2 year old granddaughter - they fit a little big, but she can still use them without any problems. They are plenty loud enough for her, without getting too loud. Easy to use with the IPad so she can watch her shows."
1,Great☺
1,"Yeah, I really love this phone. Works flawlessly (so far). Not missing anything important when compared to the S6"
-1,Not as expected...slow delivery.
1,This case cannot be beat for the price. I bought it specially because it was so damn cheap. Even if I never use it.
-1,"Its a nice screen protector, but the glue used is sub par. it has already began to raise on the edge of the phone."
-1,"I think it is B.S to charge over $6 dollars to send this back, when I paid a little over $9."
1,Great little case.
1,As expected
1,Really sturdy case!
1,Very good product supported by excellent service
1,I have these in my 2008 F-150 and they sound really good.  I wish I had put an amp on them because I'm sure they would rock even harder.  I am very pleased with the performance and would buy this again.
1,Easy to charge watch and looks nice too
1,llegaron tarde
1,Great product no problems at all and much better price for 2 than 1 at verizon.
1,Works great as intended.
1,"I'm surprised of how easy it was to install it to my phone. No air bubbles at all, I would recommend watching the video first before you install it. I am very pleased of how it looks on my phone as well"
0,Suction cup worked for a while but eventually wouldn't stick to the windshield anymore. I believe this was cause by the heat of summer degrading the plastic.
1,It's fast and Apple certified!
0,"Definitely a cheaper arm band, and my boyfriend who has modest arms has trouble getting this to fit comfortably."
-1,"fake product, i received broken item,<br />please don't buy it under any cost"
1,Received these today and my 8 yr old autistic son loves them
1,Its a really pretty case! The picture does not do it justice.
1,The cord works. Delivered on time.
-1,Cheap crap
1,one of the grands wanted this.  they like it.
1,It's really nice having 2 ports to plug into - and it works great with my Samsung Note 4 phone.
-1,"Had the case for about a month before it started falling apart. The sides rip away from the back with casual use, horrible quality and would absolutely not recommend."
1,"I bought this for my new phone, and love it.  It's very pretty, and looks just like the picture."
0,"Its great..... But..... The sweat depreciates the quality of the product. Also, it begins to tear slowly after so much use. Its basically a cheap sweatband with a plastic sown in design. Well, the plastic is peeling off the hard plastic encasing. Soooooo...... Do NOT spend alotta money on this. Its a great product, but wont last you 6 months. Buy it as cheap as you can get it. Its up to you !"
0,"Really hard to put on, but so far it's protected my phone."
0,Very disappointed with the fit of the ear-piece. Hurts the inside of my ear.
1,Attach perfectly to the phone and seems durable
1,"Nice, just as described."
1,"Nice fit, good protection and just love it!"
1,Great item fast shipping
1,"I have been looking for a car mount for a while now and finally found one that works great! A friend recommended eLander mount and I have been very satisfied with it so far. I like the 360 degree adjustable back and that the joystick is flexible and allow me to adjust what angle I want my screen at. The best part is there is no assembly required, you just pop it on the vents and go. The only issue I do have is that it will fall if I do not secure the back in the vent enough, otherwise I have zero complaints. I highly recommend this product!"
1,Works great and was easy to install
1,It protects the back and sides well.  It is a simple design that functions well.  Nice case that does not add a lot of bulk.  It also makes the phone easy to hold on to.
0,"perfect for what I need, protects my phone -attractive, and holds cards."
1,"I have used I don't know how many car chargers (my first one was for a Palm!),  so it isn't that easy for me to be pleasantly surprised (*unpleasantly* surprised, yes, but not pleasantly).  Hi-Mobiler managed it, with this charger they sent me for evaluation and review.<br /><br />First, it's a &#34;smart&#34; charger, meaning that when you plug a device into it, it somehow 'reads' it to learn what the highest amperage it can handle is, then feeds it just that much power.  I have an iPhone 6 and an Android tablet (and a Kindle, and...), and on multiple-port chargers I can never remember which end of the charger has the 1.0mAh port and which end is the 2.0mAh... and they're labeled in print too fine to be read without pulling the thing out of the cigarette lighter (oops-- &#34;power port&#34;) and holding it up under the light.  It's a pain in the backside unalleviated by heated car seats.<br /><br />The ports on the Hi-Mobiler are each labelled 2.4, which is higher than even Apple products require.  With this charger, though, the labels are just decorative-- plug your device into any of the ports and the Smart Charger will simply charge it, at whatever amperage for which the device is rated.<br /><br />Recommended.<br /><br />[I was offered this charger at no cost in exchange for a fair and honest review.]"
1,Great responses form our guys in the construction field
-1,I would not recommend ArmorSuit. It does not stick to the crystal on the watch. Look for a different solution otherwise you will waste your money!!
0,"it comes in handy, the quality is ok"
1,waterproof
1,Best charger out there. Nice size and great value!
1,"Just what we needed, just as described."
1,"This device solved a real problem for me; the proliferation of adapters for tablets and phones.  I just run the various cables from this box to my devices and it makes everything very simple.  Charging isn't a process to manage, but simply a chore that is easily accomplished.  Great idea."
1,Everything went well and product arrived in a timely manner.
0,"Fast, cheap and worth every penny. It's light and thin as well with decent battery life.<br /><br />I give it three stars because:<br />1) A recent update caused Wifi connectivity issues. I have to turn my phone off and on multiple times a day because wifi will stop detecting all networks.<br />2) The 3.5mm audio jack (headphones/aux) is very quiet. I'd say it would need to be boosted by at least 30% in order to match other phones. This is regardless of which music app, which pair of headphones and which device I'm plugging it in through an aux cable with. I keep my old Lumia 521 in my car for music.<br />3) Touchscreen goes extremely crazy when sending text messages - for every button I press 4-8 more are pressed. This happens on an off and I have to restart the phone to stop it. This doesn't happen in any other app such as facebook messenger."
-1,another chinese junk.. does not hold charges.. i can not even charge my phone full  for 1 single time... drain out too quick.
1,"i really enjoy the case, only problem i had was the stand piece comes off easily, within 2weeks of having it came off but otherwise the cover is good to have it."
1,Great item and it came by pretty fast
0,I had it for a week and the corner tab on the top left the holds the phone in broke off. I would say spend a little more and get something of better quality.
1,Love 'em.
1,Very sturdy and duable. Satisfied with this product.
-1,"this phone is no good ,memory card is all screwed up an other things on it"
1,"This ReGear iCharger is a 30 pin charger for the car. It works fine to recharge my daughter's iPhone 4S. She is happy, so I am happy. We've not had any issues with this charger. Since it is for the car only, it's getting only light use. I received this at a discount in exchange for a fair review, which I have provided."
-1,water got into the case.
1,"I got mine in the mail, and I've been using it daily. It's fits perfectly on the A/C vent closest to the steering wheel of my tahoe. Great affordable product for quality you can count on. You won't be disappointed."
1,Front stage center stereo excellent...
-1,"will not work on my ipad air. Did not know Apple put a chip in so you would have to buy their product, am very disappointed cause I need a longer cable. I wish you had added iphone etc on page when I ordered."
1,Thank you!
1,"I ordered this when I could not find my old one.  Considered returning it when I found the old one; however, I like this one better.  It &#34;talks&#34; to you, and it has features my other one does not.  Makes calling easier."
1,"As described, good chargers"
-1,"DON'T BUY THIS!! It is very cheap for a reason. It only lasted about a week before part of it broke off on the side, and now a week later a lot more on the side has broken off. It's very thin. Cheap made. Sometimes you do get what you pay for..."
1,"Ever since the very first Android “smart phone” many years ago, I’ve owned more phones (and tablets) than I can recall. Looking at a few recent phones, I’ve owned Galaxy Note 3 & 4, Galaxy S 4 & 5, LG G2/G3/G4, Nokia 1520, Xperia Z Ultra (6.45”), and my current daily driver, the Google Nexus 6 (5.96”). Needless to say, I’m familiar with many models, big & small. :) So let’s take that experience and see how the latest low budget phone from Blu fares.  PROS:  + Excellent value as a phone and/or tablet + Nice looking 7” IPS Display + Very bright screen + Nearly stock Android Lollipop 5.0 + Great Battery Life + Smooth UI Performance + Expandable Storage + Decent build quality + Comfortable to hold, despite it’s size + Looks more expensive than it is + Factory Unlocked for GSM  CONS:  - Low resolution cameras & no flash - Mediocre sounding single speaker & voice quality - Display only 600x1024 (169 ppi) - Limited band support (i.e. no LTE) - Some light bleed - Loose Power/Volume Buttons - No accessories at launch  SPECS:  Since this listing excludes a few important details, I’ll note them here:  * 7” IPS+ 600x1024 (169 ppi) Display * 1.3GHz MediaTek MT8382 Quad-Core CPU w/ MALI 400 GPU * 8GB Internal memory / 1GB RAM / MicroSD storage expandable up to 64GB * 5MP Front & VGA Rear Camera (No Flash) * HSPA + 21Mbps / 3G (aka 4G) Band Support Only- No LTE anywhere * 3450mAh Non-Removable Battery * Full-Size SIM Required for GSM Voice/Data (i.e. T-Mobile/AT&T) * NOT compatible with CDMA Carriers (i.e. Sprint/Verizon) * Includes Headphones, Screen Protector, 2 Amp Charger, and 3ft Cable  DESIGN  For the first time, I’m almost comfortable using the word “phablet” to describe this device. It’s got the screen of a traditional tablet, yet has full voice/data functionality in a slimmed down package. I’m going to just call it a big phone.  First, let’s briefly talk about it’s size. This is a big phone, easily dwarfing my 6” Nexus 6. But it’salso a really small tablet. Compared to a Nexus 7, it’s noticeably smaller in every dimension. While you won’t be doing a lot of one-handed use, it’s still compact enough to fit in the pockets of my less-tight fitting pants. That's as far I'll on about size; it is what it is!  The phone has a mostly plastic construction, with bezels that look like they are higher quality than they are. The back has a nice rubberized texture that makes for a nice place to hold. You’ve got a front ear piece that doubles as the single mono speaker. Interestingly, the headphone and mico-USB port are on the top.  Power and volume rocker switch are on the right side, towards the top. They feel a bit loose and have some play to them. And the micro-SD and Full-Size SIM card slot are covered by a door that requires a tiny flat-head screwdriver to remove. Tool included. And yes, I did say good ‘ol Full Size SIM card. You can buy adapters.  While the textures and coloring won’t fool you into thinking this phone is made of high quality metals, it still looks nice. And the phone has a good solid feel. If you give it a firm twist, there is some expected flex. But no noises… yet.  PERFORMANCE  As you can see from the specs, this phone has a MediaTek SoC with Mali 400 GPU. This CPU is based on the ARM A7 architecture, most commonly associated with the Snapdragon 400, and used with some Octa Core variants. So yes, this is rather dated technology, except do note this is a Quad Core CPU. Not dual core as the original A7’s. It also has the benefit of running cool and being thrifty with power usage. We’ll discuss more on battery life later.  That’s all great, but how does it perform? Thanks to a nearly stock Lollipop 5.0 OS, it runs pretty darn good. Within the UI, things are smooth, fluid, and little-to-no lag/stutter is noticeable there. However, when you start opening/switching apps, the slower CPU & limited memory will make itself known. That’s simply unavoidable with these specs. With that said, it’s still relatively minor, and overall, runs better than expected.  BENCHMARKS & GAMING  While I prefer to focus on real-world performance and don’t usually put much weight behind synthetic benchmarks, here are a few anyways:  3DMark Ice Storm Extreme: 1922 AnTuTu Benchmark v5.7.1: 19590 Geekbench 3 - Single Core: 363 / Multi-Core: 1196  Not the best numbers, but how do games run? So far, they’ve all run just fine. Most games will lower details and resolution to keep them running smooth. As a result, you may see some grainy video or more pixels than you’re used to for high-end titles. Also, because this is a “less common” MediaTek processor, you could run into issues where a game isn’t compatible (i.e. SimCity BuildIt).  Temple Run, for example, ran great. Noticed some grainy images at the title screen, but that’s it. Asphalt 8 also ran smooth & was easy to control, but it’s much more obvious the details have been pushed way down.  OS & FEATURES  As noted above, we are looking at a nearly stock Android 5.0 Lollipop OS. It’s currently still only 5.0, it says it’s upgradable, but no word on when that will actually happen. Of course, just being 5.0 is good enough for now. In particular as there is very little bloatware installed.  You’ve got some Amazon stuff you’ll need to hide, they’ve got Opera, an FM Radio, Google Apps, BLU Help app, and not much else. The OS provides some audio profiles, reboot/airplane mode when pressing the power button, and you can even scheduled power on/off via the Settings menu.  They do include the TouchPal keyboard as default. This one is somewhat new to me, although I’m already finding it’s auto-correct to be surprisingly aggressive and incorrect many times. No worries though. It’s easy to disable.  DISPLAY  After using so many Quad HD IPS and OLED displays, it’s a bit noticeable when jumping down to a lower resolution display. In particular, this 7” IPS+ 600x1024 screen. However, it’s not as bad as it sounds. First, this is an IPS display. The colors are nice and vibrant. Black levels won’t blow you away, but they’re pretty good.  As with many LCD’s these day, the white balance is way on the cool side, which can appear as a light blue tint. Light bleed, while minor, is certainly noticeable. In particular when watching movies with a black background, in a darker room. Viewing angles are acceptable. Very little color shift; you’re mostly going to deal with notable dimming as you view off center.  Brightness is way up there. Indoors I rarely needed to go past 30-40%. Which is actual brightness, since there is no pesky ambient light sensor that I need to turn off. Although I do wish it got dimmer. In a completely dark room, sometimes I found it to be a little brighter than I’d like even at the lowest setting.  Back to the low resolution. How does it really look? In daily use, it actually looks just fine. The only situation it’s really an issue is when you try to look at a full desktop website in portrait mode. It’s here where tiny text and some images can look a blurry. You can of course zoom in, switch to landscape, or stick with mobile versions of websites.  Otherwise reading documents, flipboard, & e-books all look great and are quite pleasant to read on a larger screen.  CAMERA  We’ll keep this one short. It’s a 5MP rear camera and VGA (640x480) on the front. There is no flash. Basically, quality isn’t great for either one of these. Even with good lighting, the images will appear soft, grainy, and noticeably low detail. Clearly this was one area that took the biggest hit to keep the cost so low.  BATTERY  For a large 7” phone, a 3450mAh battery sounds like it would be on the small side. And if this had a ton of pixels and super fast SoC to push, it would be. But a low resolution screen combined with a very energy efficient CPU, and it’s really not that at all. So there’s your upside to low specs!   In my testing, I was able to achieve 7 hours 22 minutes of Screen-On Time, with about 12% battery life remaining. That was with Wi-Fi, Bluetooth, GPS all enabled. Screen at about 40%, which could have gone lower for indoor use, but I decided to keep it bright.  There was lots of web surfing, reading flipboard, and well over an hour of video playback with both YouTube and MXPlayer, each. Charging was also quick, getting up to nearly half capacity within about an hour or so.  Once again, your results will absolutely vary.  SOUND & VOICE  Interestingly, this phone shares the ear-piece for main speaker use. That speaker grill you see on the front/top of the phone is the only speaker on this device. Yes, it’s the same one used for voice calls. The mic is way at the bottom.  The speaker sadly doesn’t get very loud, sounds tiny at higher volumes, and doesn’t have much detail. It’s simply adequate. Given it’s movie watching aspirations, I really do wish it had another speaker at the bottom for stereo.  The microphone also isn’t the best quality. Test calls resulted in the same mediocre ear-piece sound quality and on the other end, my voice was slightly distorted or muffled at times. Even if I got closer to the microphone, it didn’t change all that much. Although both parties were still able to hear each other and carry on a conversation.  MISSING HARDWARE & BAND SUPPORT  You’re already expecting a few things to get cut when trying to hit a low price point on a big phone. So what are some notable items I haven’t already discussed? First, there is only 802.11n 2.4GHz support for WiFi. No 5Ghz or AC support. It’s still plenty fast, hitting over 40mbps on my router; it won’t break any records.  No NFC. But we do still have GPS & Bluetooth of course. No notification light. No camera flash. With only 8GB of internal storage & 1GB of RAM, you could run into some limitations. Although for memory, that usually just means apps won't stay cached in memory as long, and may take longer to open than usual. And with low storage you'll want to keep as much on the MicroSD card as you can. You've already lost around 2.5GB in system data alone. Most apps are getting updated to support SD card installation. Plus, there is an option in Settings to change the &#34;default&#34; storage location. Once again, up to the app to cooperate.  And as noted in specs, there are only a few GSM bands for HSPA+ 21 / 3G. Also commonly referred to as 4G by some carriers. That’s also the slower HSPA+ connection. Which on AT&T in the Austin, TX area, meant around 4Mbps down & a little over 1Mpbs up. Your results will vary. It’s not blazing, but it will do for most internet tasks.  To clarify, there is no LTE support on either the Global or US (my phone) variant. And will only work with a GSM carrier, such as AT&T or T-Mobile.  CONCLUSION  The Blu Studio 7.0 II fits into what may seem like an odd category for many folks, in certain regions. But for others, it makes perfect sense to combine your tablet & phone needs into one cost effective gadget. If you’re able to comfortably carry around such a large phone and don’t have a need for high-end (or mid-range) specs, I think you’ll be very satisfied with this one.  Bottom line, it has most of the important features needed to keep it useful and they didn’t get too carried away on the budget cutting board. Although with that said, I’d love to see what Blu could do in a higher-end category. If they even simply upgraded to a 1080p display, faster SoC, decent stereo speakers, and keep a fair price, it would be impressive.  In either case, all things considered, this one is definitely recommended."
1,great
1,Great fit and looks good. The only thing is I wish the plate covered the entire back.
-1,"Couldn't believe how cheap this was. Too good to be true? Yes! Warned me it might take 4-5 weeks to arrive from China, actually arrived in 2 weeks! Now the bad news: BATTERY IS TOTALLY WORTHLESS! Doesn't work. The battery light on my phone is red when the battery is almost dead, yellow when it is very weak and green when it is charged or charging. My phone's battery light now shows an exclamation mark (!). Battery does not hold a charge, does not even begin to charge. I took a chance...I got burned!"
1,Very pleased with my Benuo leather case for my iPhone6. Love the feel and look.
1,Ordered this for my wife's phone.  She is very satisfied with the design and the way it fits.  It came quickly in a padded envelope
1,"Provides good charge times but the way the prongs are positioned means it can take up an extra socket if you're using it on a surge protector like I am. Other than that, it's OEM-like in quality for a fraction of the cost."
0,does the job. It's a little bulky
1,Great
-1,"had to return them, their range in a city or any place with any sort of obstacle is about a mile!"
1,Very nice protective screen.  Easy to apply and left no bubbles.
1,I love the color and it protects my phone from accidental dials.
0,Doesn't provide much protection.
1,Fits great
1,surprisingly a pretty good case
1,Solid quality. Feels a lot more expensive than the $10 it costs. Completely charges a iPhone 6 Plus or a Galaxy Note 5 without dying.
-1,"The case itself does not fit the phone, thus disabling the use of the silent switch on the top left edge of the phone. The finishing around the edges of the aluminum face is of poor quality and the case itself looked used. On the packaging it states that it comes with a leather lanyard and that it is made in the U.S.A., but the lanyard was neither leather nor was the product made in the U.S.A. After further research the product was produced in the China. Overall, poor quality and false advisement."
1,"So far no Complaints at all  I have purchased numerous different cables from other vendors for charging a house full if I- somethings, and you never know what you are going to get..  Trusted cables reached out to me asap and wanted to make sure my order was exactly what I expected, and with this Lifetime warranty that is offered, this is a NO- Brainer...  Quality Products with an even better Warranty attached to it..  I have found my exclusive source for Charging cables going forward..  would be 6 stars if that was possible.!!!!"
